id,author_id_1,author_id_2
14576171,2125104194.0,2244698799.0
14576171,2244698799.0,2125104194.0
16016350,2397241174.0,161269817.0
16016350,161269817.0,2397241174.0
16633271,2145586907.0,2149692785.0
16633271,2149692785.0,2145586907.0
16762060,1728759264.0,2237101560.0
16762060,1728759264.0,2159933393.0
16762060,2237101560.0,1728759264.0
16762060,2237101560.0,2159933393.0
16762060,2159933393.0,1728759264.0
16762060,2159933393.0,2237101560.0
16772726,528588921.0,2195048431.0
16772726,2195048431.0,528588921.0
17155033,2001160045.0,2192390985.0
17155033,2192390985.0,2001160045.0
17252021,1988556028.0,2139913828.0
17252021,2139913828.0,1988556028.0
17439628,2213385919.0,2260712038.0
17439628,2260712038.0,2213385919.0
17575016,2339798781.0,1686185850.0
17575016,1686185850.0,2339798781.0
17789669,1907357561.0,42138872.0
17789669,1907357561.0,2303066735.0
17789669,42138872.0,1907357561.0
17789669,42138872.0,2303066735.0
17789669,2303066735.0,1907357561.0
17789669,2303066735.0,42138872.0
18491896,2523407221.0,2161479384.0
18491896,2161479384.0,2523407221.0
18669060,2071998504.0,2099541584.0
18669060,2099541584.0,2071998504.0
18701524,2430169722.0,2245267964.0
18701524,2245267964.0,2430169722.0
19039000,332422508.0,27377996.0
19039000,27377996.0,332422508.0
19609727,2103086064.0,716715026.0
19609727,2103086064.0,1970575723.0
19609727,716715026.0,2103086064.0
19609727,716715026.0,1970575723.0
19609727,1970575723.0,2103086064.0
19609727,1970575723.0,716715026.0
20077218,2152766206.0,2121939561.0
20077218,2121939561.0,2152766206.0
20168584,2220829341.0,294360276.0
20168584,294360276.0,2220829341.0
20275845,42138872.0,1907357561.0
20275845,1907357561.0,42138872.0
20505973,2300659125.0,2082615088.0
20505973,2082615088.0,2300659125.0
20617927,2139753257.0,2051429859.0
20617927,2051429859.0,2139753257.0
20752825,2146335907.0,2125104194.0
20752825,2125104194.0,2146335907.0
20755913,2300659125.0,2082615088.0
20755913,2082615088.0,2300659125.0
21006490,2058584252.0,2016539005.0
21006490,2016539005.0,2058584252.0
21893254,2106076158.0,2047672443.0
21893254,2047672443.0,2106076158.0
22018647,2191458383.0,2469405535.0
22018647,2469405535.0,2191458383.0
22160234,2133226413.0,528588921.0
22160234,528588921.0,2133226413.0
22322571,2300659125.0,2082615088.0
22322571,2082615088.0,2300659125.0
22347794,2102678951.0,2150011549.0
22347794,2150011549.0,2102678951.0
23218045,420267153.0,1873538321.0
23218045,1873538321.0,420267153.0
24116743,2233053262.0,2293758362.0
24116743,2293758362.0,2233053262.0
24477102,2120464764.0,1997216218.0
24477102,1997216218.0,2120464764.0
24806279,2051429859.0,229437117.0
24806279,229437117.0,2051429859.0
25285532,65538393.0,2078633956.0
25285532,2078633956.0,65538393.0
25301672,208343995.0,1903060929.0
25301672,1903060929.0,208343995.0
25403996,57747768.0,1986159374.0
25403996,1986159374.0,57747768.0
25437484,2159960587.0,2136556746.0
25437484,2136556746.0,2159960587.0
25697800,1987600604.0,1976298713.0
25697800,1976298713.0,1987600604.0
25783541,2149692785.0,348251026.0
25783541,348251026.0,2149692785.0
25973253,687553606.0,330291328.0
25973253,330291328.0,687553606.0
26824678,2161479384.0,719828399.0
26824678,2161479384.0,2246122413.0
26824678,719828399.0,2161479384.0
26824678,719828399.0,2246122413.0
26824678,2246122413.0,2161479384.0
26824678,2246122413.0,719828399.0
27961112,1963576484.0,2308824398.0
27961112,1963576484.0,161269817.0
27961112,2308824398.0,1963576484.0
27961112,2308824398.0,161269817.0
27961112,161269817.0,1963576484.0
27961112,161269817.0,2308824398.0
28062406,2141382980.0,224175856.0
28062406,224175856.0,2141382980.0
28127116,2104129307.0,2166284823.0
28127116,2166284823.0,2104129307.0
29298872,69206028.0,356043702.0
29298872,356043702.0,69206028.0
29450085,1987600604.0,1976298713.0
29450085,1976298713.0,1987600604.0
29474918,2299437103.0,2163830057.0
29474918,2299437103.0,2112462370.0
29474918,2163830057.0,2299437103.0
29474918,2163830057.0,2112462370.0
29474918,2112462370.0,2299437103.0
29474918,2112462370.0,2163830057.0
29952935,2244698799.0,2129477832.0
29952935,2129477832.0,2244698799.0
30096953,190228929.0,2016432970.0
30096953,2016432970.0,190228929.0
30051266,1987600604.0,1976298713.0
30051266,1987600604.0,1970575723.0
30051266,1976298713.0,1987600604.0
30051266,1976298713.0,1970575723.0
30051266,1970575723.0,1987600604.0
30051266,1970575723.0,1976298713.0
30865606,2141382980.0,224175856.0
30865606,224175856.0,2141382980.0
31981132,2300659125.0,2082615088.0
31981132,2082615088.0,2300659125.0
32033787,1728759264.0,699581604.0
32033787,1728759264.0,695545146.0
32033787,699581604.0,1728759264.0
32033787,699581604.0,695545146.0
32033787,695545146.0,1728759264.0
32033787,695545146.0,699581604.0
32997246,1997216218.0,2120464764.0
32997246,2120464764.0,1997216218.0
33276683,2146335907.0,2125104194.0
33276683,2125104194.0,2146335907.0
33764377,2001160045.0,2192390985.0
33764377,2192390985.0,2001160045.0
34264804,2075956027.0,2104401652.0
34264804,2104401652.0,2075956027.0
34565184,2051429859.0,2139753257.0
34565184,2139753257.0,2051429859.0
35024350,563069026.0,307844215.0
35024350,307844215.0,563069026.0
35206795,1994040240.0,2114138198.0
35206795,2114138198.0,1994040240.0
35388109,2115385359.0,2151014374.0
35388109,2151014374.0,2115385359.0
35598544,2099831346.0,2104129307.0
35598544,2104129307.0,2099831346.0
35959376,2380581373.0,2289364316.0
35959376,2289364316.0,2380581373.0
36213310,201828038.0,2339798781.0
36213310,201828038.0,1686185850.0
36213310,2339798781.0,201828038.0
36213310,2339798781.0,1686185850.0
36213310,1686185850.0,201828038.0
36213310,1686185850.0,2339798781.0
36535589,687553606.0,2025616804.0
36535589,2025616804.0,687553606.0
37027385,2162106674.0,201828038.0
37027385,201828038.0,2162106674.0
37182765,2300659125.0,2082615088.0
37182765,2082615088.0,2300659125.0
37350600,219814910.0,2146335907.0
37350600,2146335907.0,219814910.0
37722159,687553606.0,1482108584.0
37722159,1482108584.0,687553606.0
37937247,716715026.0,2167404190.0
37937247,2167404190.0,716715026.0
37984962,2300659125.0,2082615088.0
37984962,2082615088.0,2300659125.0
38490762,716715026.0,2103086064.0
38490762,2103086064.0,716715026.0
39305747,1987600604.0,1976298713.0
39305747,1976298713.0,1987600604.0
39461094,2142724104.0,2122391114.0
39461094,2122391114.0,2142724104.0
40486585,2162106674.0,716715026.0
40486585,716715026.0,2162106674.0
40848148,2198983026.0,2151014374.0
40848148,2151014374.0,2198983026.0
41204052,2171030022.0,241629895.0
41204052,241629895.0,2171030022.0
42234451,2146335907.0,2125104194.0
42234451,2125104194.0,2146335907.0
42515457,1987600604.0,1970575723.0
42515457,1970575723.0,1987600604.0
42519332,2161153869.0,2304774990.0
42519332,2304774990.0,2161153869.0
42699126,2103086064.0,716715026.0
42699126,716715026.0,2103086064.0
42918631,2076086827.0,356043702.0
42918631,356043702.0,2076086827.0
44075917,2380581373.0,2289364316.0
44075917,2289364316.0,2380581373.0
44382187,1966117383.0,1970391018.0
44382187,1966117383.0,2151014374.0
44382187,1966117383.0,2152430621.0
44382187,1970391018.0,1966117383.0
44382187,1970391018.0,2151014374.0
44382187,1970391018.0,2152430621.0
44382187,2151014374.0,1966117383.0
44382187,2151014374.0,1970391018.0
44382187,2151014374.0,2152430621.0
44382187,2152430621.0,1966117383.0
44382187,2152430621.0,1970391018.0
44382187,2152430621.0,2151014374.0
44716056,2063302323.0,2120920645.0
44716056,2063302323.0,2220829341.0
44716056,2120920645.0,2063302323.0
44716056,2120920645.0,2220829341.0
44716056,2220829341.0,2063302323.0
44716056,2220829341.0,2120920645.0
44894644,2300659125.0,2082615088.0
44894644,2082615088.0,2300659125.0
44987379,1979791317.0,2064546257.0
44987379,2064546257.0,1979791317.0
44932885,2014508897.0,2137074633.0
44932885,2137074633.0,2014508897.0
44936433,65538393.0,31335080.0
44936433,31335080.0,65538393.0
45153366,224175856.0,2171506303.0
45153366,2171506303.0,224175856.0
45359297,1482108584.0,2159933393.0
45359297,2159933393.0,1482108584.0
46718429,1907357561.0,42138872.0
46718429,42138872.0,1907357561.0
47136562,2139913828.0,1998464616.0
47136562,1998464616.0,2139913828.0
47292847,360112113.0,2921339358.0
47292847,360112113.0,2196778472.0
47292847,2921339358.0,360112113.0
47292847,2921339358.0,2196778472.0
47292847,2196778472.0,360112113.0
47292847,2196778472.0,2921339358.0
47565262,2245267964.0,2150708589.0
47565262,2150708589.0,2245267964.0
47624021,2166284823.0,2227253382.0
47624021,2227253382.0,2166284823.0
48181825,1998464616.0,719828399.0
48181825,719828399.0,1998464616.0
48425311,2300659125.0,2082615088.0
48425311,2082615088.0,2300659125.0
49985331,695545146.0,278177626.0
49985331,278177626.0,695545146.0
50363677,474265672.0,1445484688.0
50363677,1445484688.0,474265672.0
50951307,2067196623.0,1919135125.0
50951307,2067196623.0,2118842476.0
50951307,2067196623.0,2647886517.0
50951307,1919135125.0,2067196623.0
50951307,1919135125.0,2118842476.0
50951307,1919135125.0,2647886517.0
50951307,2118842476.0,2067196623.0
50951307,2118842476.0,1919135125.0
50951307,2118842476.0,2647886517.0
50951307,2647886517.0,2067196623.0
50951307,2647886517.0,1919135125.0
50951307,2647886517.0,2118842476.0
51769287,2226151461.0,2120394816.0
51769287,2120394816.0,2226151461.0
51944995,65538393.0,2201755339.0
51944995,2201755339.0,65538393.0
52744217,2220829341.0,294360276.0
52744217,294360276.0,2220829341.0
52922464,2435751034.0,2098984663.0
52922464,2098984663.0,2435751034.0
53242531,2071998504.0,2099541584.0
53242531,2099541584.0,2071998504.0
53626277,1987600604.0,1976298713.0
53626277,1976298713.0,1987600604.0
53769974,2220829341.0,294360276.0
53769974,294360276.0,2220829341.0
55197417,2469405535.0,2107932047.0
55197417,2107932047.0,2469405535.0
55405330,201828038.0,2131229705.0
55405330,2131229705.0,201828038.0
55699008,2143047568.0,241629895.0
55699008,241629895.0,2143047568.0
56385144,2133088636.0,2473549963.0
56385144,2133088636.0,2174985400.0
56385144,2473549963.0,2133088636.0
56385144,2473549963.0,2174985400.0
56385144,2174985400.0,2133088636.0
56385144,2174985400.0,2473549963.0
56490929,2098984663.0,348251026.0
56490929,348251026.0,2098984663.0
56544557,2339798781.0,2159933393.0
56544557,2339798781.0,2131229705.0
56544557,2159933393.0,2339798781.0
56544557,2159933393.0,2131229705.0
56544557,2131229705.0,2339798781.0
56544557,2131229705.0,2159933393.0
56918557,1998938290.0,2064546257.0
56918557,2064546257.0,1998938290.0
57039937,2339798781.0,1686185850.0
57039937,1686185850.0,2339798781.0
57300150,65538393.0,1728759264.0
57300150,65538393.0,699581604.0
57300150,1728759264.0,65538393.0
57300150,1728759264.0,699581604.0
57300150,699581604.0,65538393.0
57300150,699581604.0,1728759264.0
57432441,668754370.0,1214041332.0
57432441,668754370.0,2133824905.0
57432441,1214041332.0,668754370.0
57432441,1214041332.0,2133824905.0
57432441,2133824905.0,668754370.0
57432441,2133824905.0,1214041332.0
58232825,2161062602.0,219814910.0
58232825,219814910.0,2161062602.0
59023671,2064546257.0,2523407221.0
59023671,2523407221.0,2064546257.0
59365162,689646243.0,2148325455.0
59365162,2148325455.0,689646243.0
59450331,1987600604.0,1976298713.0
59450331,1976298713.0,1987600604.0
59687552,2242053196.0,2124749556.0
59687552,2124749556.0,2242053196.0
60850105,2300659125.0,2082615088.0
60850105,2082615088.0,2300659125.0
60856054,219814910.0,2161062602.0
60856054,2161062602.0,219814910.0
61175307,2159933393.0,2131229705.0
61175307,2131229705.0,2159933393.0
62273760,237419955.0,2034912444.0
62273760,2034912444.0,237419955.0
62973987,2300659125.0,2082615088.0
62973987,2082615088.0,2300659125.0
63790640,716133098.0,241629895.0
63790640,716133098.0,2171030022.0
63790640,241629895.0,716133098.0
63790640,241629895.0,2171030022.0
63790640,2171030022.0,716133098.0
63790640,2171030022.0,241629895.0
63921175,2134014566.0,2096891736.0
63921175,2096891736.0,2134014566.0
64054745,2300659125.0,2082615088.0
64054745,2082615088.0,2300659125.0
64404897,2167404190.0,2075956027.0
64404897,2075956027.0,2167404190.0
64685122,2300659125.0,2082615088.0
64685122,2082615088.0,2300659125.0
64700738,2126330539.0,2121939561.0
64700738,2121939561.0,2126330539.0
64813323,2608828817.0,2102002796.0
64813323,2608828817.0,2016539005.0
64813323,2102002796.0,2608828817.0
64813323,2102002796.0,2016539005.0
64813323,2016539005.0,2608828817.0
64813323,2016539005.0,2102002796.0
64866299,2163909284.0,2131537204.0
64866299,2163909284.0,1998938290.0
64866299,2163909284.0,1970575723.0
64866299,2131537204.0,2163909284.0
64866299,2131537204.0,1998938290.0
64866299,2131537204.0,1970575723.0
64866299,1998938290.0,2163909284.0
64866299,1998938290.0,2131537204.0
64866299,1998938290.0,1970575723.0
64866299,1970575723.0,2163909284.0
64866299,1970575723.0,2131537204.0
64866299,1970575723.0,1998938290.0
64908097,2121939561.0,2125104194.0
64908097,2125104194.0,2121939561.0
64922474,2300659125.0,2082615088.0
64922474,2082615088.0,2300659125.0
65203167,2159593723.0,2180706138.0
65203167,2180706138.0,2159593723.0
65486233,1987600604.0,1976298713.0
65486233,1976298713.0,1987600604.0
65874733,2052950829.0,2131229705.0
65874733,2131229705.0,2052950829.0
66118917,563069026.0,1617862073.0
66118917,1617862073.0,563069026.0
66412038,1958098182.0,727299494.0
66412038,727299494.0,1958098182.0
66568352,297432538.0,1972291593.0
66568352,297432538.0,128580411.0
66568352,297432538.0,2012736320.0
66568352,1972291593.0,297432538.0
66568352,1972291593.0,128580411.0
66568352,1972291593.0,2012736320.0
66568352,128580411.0,297432538.0
66568352,128580411.0,1972291593.0
66568352,128580411.0,2012736320.0
66568352,2012736320.0,297432538.0
66568352,2012736320.0,1972291593.0
66568352,2012736320.0,128580411.0
66673523,2109031554.0,2119244895.0
66673523,2119244895.0,2109031554.0
68536248,1979796846.0,2286237009.0
68536248,2286237009.0,1979796846.0
68801812,42138872.0,1907357561.0
68801812,1907357561.0,42138872.0
68902303,2300659125.0,2082615088.0
68902303,2082615088.0,2300659125.0
69471719,2071998504.0,2099541584.0
69471719,2099541584.0,2071998504.0
69568143,2078633956.0,2921339358.0
69568143,2078633956.0,2097786798.0
69568143,2921339358.0,2078633956.0
69568143,2921339358.0,2097786798.0
69568143,2097786798.0,2078633956.0
69568143,2097786798.0,2921339358.0
69659573,1903060929.0,2195048431.0
69659573,2195048431.0,1903060929.0
69757652,1987600604.0,1976298713.0
69757652,1976298713.0,1987600604.0
70148596,2125050856.0,2101552792.0
70148596,2101552792.0,2125050856.0
70231105,2078633956.0,695545146.0
70231105,695545146.0,2078633956.0
70615654,42138872.0,1907357561.0
70615654,1907357561.0,42138872.0
70975097,332962150.0,2469405535.0
70975097,2469405535.0,332962150.0
71029275,420267153.0,1873538321.0
71029275,1873538321.0,420267153.0
71457529,2233053262.0,2293758362.0
71457529,2293758362.0,2233053262.0
71580382,2147729234.0,1989985383.0
71580382,1989985383.0,2147729234.0
71795751,1964982643.0,2104401652.0
71795751,1964982643.0,2149153931.0
71795751,2104401652.0,1964982643.0
71795751,2104401652.0,2149153931.0
71795751,2149153931.0,1964982643.0
71795751,2149153931.0,2104401652.0
71986290,2152766206.0,2122007671.0
71986290,2122007671.0,2152766206.0
72529835,2577876495.0,2195048431.0
72529835,2577876495.0,2130754085.0
72529835,2195048431.0,2577876495.0
72529835,2195048431.0,2130754085.0
72529835,2130754085.0,2577876495.0
72529835,2130754085.0,2195048431.0
73112891,105756682.0,563069026.0
73112891,563069026.0,105756682.0
73923666,2345025092.0,2112978975.0
73923666,2112978975.0,2345025092.0
74061477,668754370.0,563069026.0
74061477,563069026.0,668754370.0
75985866,2300659125.0,2082615088.0
75985866,2082615088.0,2300659125.0
76174158,420267153.0,1873538321.0
76174158,1873538321.0,420267153.0
76754206,2241451362.0,2114138198.0
76754206,2114138198.0,2241451362.0
76974083,161269817.0,2397241174.0
76974083,2397241174.0,161269817.0
77068663,65538393.0,1728759264.0
77068663,1728759264.0,65538393.0
77470385,2030977062.0,2177075905.0
77470385,2177075905.0,2030977062.0
77873845,2647886517.0,2159960587.0
77873845,2159960587.0,2647886517.0
77960026,2125104194.0,2126330539.0
77960026,2126330539.0,2125104194.0
78043858,427806604.0,1970575723.0
78043858,1970575723.0,427806604.0
78677689,2249793398.0,2136556746.0
78677689,2136556746.0,2249793398.0
79252861,1970640687.0,2281506998.0
79252861,2281506998.0,1970640687.0
79800977,2099541584.0,2121069363.0
79800977,2121069363.0,2099541584.0
79946180,676500258.0,2107003637.0
79946180,2107003637.0,676500258.0
80356457,1987600604.0,1976298713.0
80356457,1976298713.0,1987600604.0
80361388,2167433806.0,2148168557.0
80361388,2148168557.0,2167433806.0
80739183,1994040240.0,2114138198.0
80739183,2114138198.0,1994040240.0
81046823,2429370538.0,2575315241.0
81046823,2575315241.0,2429370538.0
81099017,2126665858.0,2150708589.0
81099017,2150708589.0,2126665858.0
81170107,343811326.0,2231782831.0
81170107,2231782831.0,343811326.0
81270194,2146335907.0,2125104194.0
81270194,2125104194.0,2146335907.0
81801562,2121939561.0,2109031554.0
81801562,2109031554.0,2121939561.0
81821003,229437117.0,2051429859.0
81821003,2051429859.0,229437117.0
82130502,2136556746.0,1603383808.0
82130502,1603383808.0,2136556746.0
82771173,2226151461.0,2120394816.0
82771173,2120394816.0,2226151461.0
83455642,1958098182.0,727299494.0
83455642,1958098182.0,37162533.0
83455642,1958098182.0,2107468044.0
83455642,727299494.0,1958098182.0
83455642,727299494.0,37162533.0
83455642,727299494.0,2107468044.0
83455642,37162533.0,1958098182.0
83455642,37162533.0,727299494.0
83455642,37162533.0,2107468044.0
83455642,2107468044.0,1958098182.0
83455642,2107468044.0,727299494.0
83455642,2107468044.0,37162533.0
83921509,2079447303.0,350567680.0
83921509,350567680.0,2079447303.0
84120850,2220829341.0,1966117383.0
84120850,1966117383.0,2220829341.0
84330812,2115844506.0,2125104194.0
84330812,2125104194.0,2115844506.0
84755922,19031441.0,31335080.0
84755922,31335080.0,19031441.0
85794047,2300659125.0,2082615088.0
85794047,2082615088.0,2300659125.0
86264490,2122391114.0,2539519177.0
86264490,2539519177.0,2122391114.0
86594232,2150011549.0,2102678951.0
86594232,2102678951.0,2150011549.0
87132359,2116008403.0,2029230138.0
87132359,2029230138.0,2116008403.0
87635799,242611019.0,2171030022.0
87635799,2171030022.0,242611019.0
87905120,1998938290.0,1998464616.0
87905120,1998464616.0,1998938290.0
88405750,2029230138.0,2160923106.0
88405750,2160923106.0,2029230138.0
88752697,2075956027.0,356043702.0
88752697,356043702.0,2075956027.0
88813478,2213385919.0,2260712038.0
88813478,2260712038.0,2213385919.0
88805994,2160665213.0,681596721.0
88805994,681596721.0,2160665213.0
89155778,2164292938.0,2200192130.0
89155778,2200192130.0,2164292938.0
89553247,242611019.0,2131229705.0
89553247,2131229705.0,242611019.0
90852376,2136170053.0,1965698830.0
90852376,1965698830.0,2136170053.0
91150412,676500258.0,1970391018.0
91150412,1970391018.0,676500258.0
91199005,2198983026.0,1878631932.0
91199005,1878631932.0,2198983026.0
91247477,1907357561.0,42138872.0
91247477,42138872.0,1907357561.0
91744528,2299437103.0,2163830057.0
91744528,2163830057.0,2299437103.0
92091516,2099831346.0,2104129307.0
92091516,2104129307.0,2099831346.0
92124651,1987600604.0,1976298713.0
92124651,1987600604.0,1970575723.0
92124651,1976298713.0,1987600604.0
92124651,1976298713.0,1970575723.0
92124651,1970575723.0,1987600604.0
92124651,1970575723.0,1976298713.0
92515285,27377996.0,332422508.0
92515285,332422508.0,27377996.0
94480000,65538393.0,2025616804.0
94480000,2025616804.0,65538393.0
94715649,1987600604.0,1976298713.0
94715649,1976298713.0,1987600604.0
94863686,2300659125.0,2082615088.0
94863686,2082615088.0,2300659125.0
95025151,1958098182.0,2119616653.0
95025151,2119616653.0,1958098182.0
95258188,2144833106.0,2065104188.0
95258188,2065104188.0,2144833106.0
95860231,716715026.0,2112924421.0
95860231,2112924421.0,716715026.0
97348994,219814910.0,2161062602.0
97348994,2161062602.0,219814910.0
97594948,2170066198.0,2149631809.0
97594948,2149631809.0,2170066198.0
98102234,2286237009.0,2134014566.0
98102234,2134014566.0,2286237009.0
98714740,1987600604.0,1976298713.0
98714740,1976298713.0,1987600604.0
99358948,2146335907.0,2125104194.0
99358948,2125104194.0,2146335907.0
99415737,2143724125.0,2029230138.0
99415737,2029230138.0,2143724125.0
99675119,2070867630.0,2112924421.0
99675119,2112924421.0,2070867630.0
99935968,64567716.0,2138320137.0
99935968,2138320137.0,64567716.0
99948928,2514122770.0,2237142500.0
99948928,2237142500.0,2514122770.0
72275606,1997216218.0,2120464764.0
72275606,2120464764.0,1997216218.0
100747864,2075956027.0,343811326.0
100747864,343811326.0,2075956027.0
100863554,242611019.0,201828038.0
100863554,201828038.0,242611019.0
101016172,2339798781.0,1686185850.0
101016172,2339798781.0,2159933393.0
101016172,1686185850.0,2339798781.0
101016172,1686185850.0,2159933393.0
101016172,2159933393.0,2339798781.0
101016172,2159933393.0,1686185850.0
101103484,2121069363.0,2071998504.0
101103484,2071998504.0,2121069363.0
101711680,2196778472.0,2164040783.0
101711680,2164040783.0,2196778472.0
101964907,219814910.0,1986422195.0
101964907,1986422195.0,219814910.0
102176382,2052950829.0,699581604.0
102176382,699581604.0,2052950829.0
102743051,2300659125.0,2082615088.0
102743051,2082615088.0,2300659125.0
103129759,161269817.0,2053214915.0
103129759,2053214915.0,161269817.0
103137689,2167398159.0,2124749556.0
103137689,2124749556.0,2167398159.0
103340358,2121939561.0,2125104194.0
103340358,2125104194.0,2121939561.0
104184427,215131072.0,563069026.0
104184427,563069026.0,215131072.0
104228557,2421371604.0,2973420244.0
104228557,2973420244.0,2421371604.0
104553448,1998938290.0,1986159374.0
104553448,1998938290.0,671527850.0
104553448,1986159374.0,1998938290.0
104553448,1986159374.0,671527850.0
104553448,671527850.0,1998938290.0
104553448,671527850.0,1986159374.0
105269333,2149052312.0,2096896082.0
105269333,2096896082.0,2149052312.0
105903366,2300659125.0,2082615088.0
105903366,2082615088.0,2300659125.0
106567969,1987600604.0,1976298713.0
106567969,1976298713.0,1987600604.0
107026242,2156155040.0,2114138198.0
107026242,2114138198.0,2156155040.0
107155214,219814910.0,2161062602.0
107155214,2161062602.0,219814910.0
107355297,237419955.0,1979791317.0
107355297,1979791317.0,237419955.0
107715831,343811326.0,2231782831.0
107715831,2231782831.0,343811326.0
107751551,37905947.0,2053214915.0
107751551,2053214915.0,37905947.0
108579646,2030977062.0,2177075905.0
108579646,2177075905.0,2030977062.0
108615132,2245267964.0,2430169722.0
108615132,2430169722.0,2245267964.0
109325276,2162106674.0,2146370811.0
109325276,2146370811.0,2162106674.0
110268192,1987600604.0,1976298713.0
110268192,1976298713.0,1987600604.0
110321191,2300659125.0,2082615088.0
110321191,2082615088.0,2300659125.0
110761489,668754370.0,1214041332.0
110761489,1214041332.0,668754370.0
111463984,2300659125.0,2082615088.0
111463984,2082615088.0,2300659125.0
111748230,2300659125.0,2082615088.0
111748230,2082615088.0,2300659125.0
112415505,1987600604.0,1976298713.0
112415505,1976298713.0,1987600604.0
113124400,1994040240.0,2114138198.0
113124400,2114138198.0,1994040240.0
114296846,2103920730.0,2047672443.0
114296846,2047672443.0,2103920730.0
114353221,278177626.0,2292250447.0
114353221,2292250447.0,278177626.0
114444734,2121082737.0,2149631809.0
114444734,2149631809.0,2121082737.0
116282327,2107468044.0,1958098182.0
116282327,1958098182.0,2107468044.0
116380033,160031478.0,2078633956.0
116380033,2078633956.0,160031478.0
116412713,2231782831.0,343811326.0
116412713,2231782831.0,2075956027.0
116412713,343811326.0,2231782831.0
116412713,343811326.0,2075956027.0
116412713,2075956027.0,2231782831.0
116412713,2075956027.0,343811326.0
116450752,716715026.0,1970575723.0
116450752,1970575723.0,716715026.0
116588107,2138320137.0,64567716.0
116588107,64567716.0,2138320137.0
117137549,1994040240.0,2114138198.0
117137549,2114138198.0,1994040240.0
117249969,2430169722.0,2245267964.0
117249969,2245267964.0,2430169722.0
117238852,2233053262.0,2293758362.0
117238852,2293758362.0,2233053262.0
117262652,2104437897.0,2101552792.0
117262652,2101552792.0,2104437897.0
118742943,2001160045.0,2192390985.0
118742943,2192390985.0,2001160045.0
118858106,2034912444.0,2195048431.0
118858106,2195048431.0,2034912444.0
118976055,2300659125.0,2082615088.0
118976055,2082615088.0,2300659125.0
119036223,2063302323.0,2120920645.0
119036223,2120920645.0,2063302323.0
119906723,2430169722.0,2104129307.0
119906723,2104129307.0,2430169722.0
119993503,2002483998.0,1986422195.0
119993503,1986422195.0,2002483998.0
120166731,2300659125.0,2082615088.0
120166731,2082615088.0,2300659125.0
120268299,2067196623.0,1919135125.0
